source	target	source_genesymbol	target_genesymbol	is_directed	is_stimulation	is_inhibition	consensus_direction	consensus_stimulation	consensus_inhibition	curation_effort	references	sources	n_sources	n_primary_sources	n_references	references_stripped
COMPLEX:P19838	P17252	NFKB1	PRKCA	True	True	False	True	True	False	4	CollecTRI:15322180;CollecTRI:17007817;CollecTRI:17296604;CollecTRI:22216091	CollecTRI;ExTRI_CollecTRI	2	1	4	15322180;17007817;17296604;22216091
COMPLEX:Q01201	P17252	RELB	PRKCA	True	True	False	True	True	False	4	CollecTRI:15322180;CollecTRI:17007817;CollecTRI:17296604;CollecTRI:22216091	CollecTRI;ExTRI_CollecTRI	2	1	4	15322180;17007817;17296604;22216091
COMPLEX:Q00653	P17252	NFKB2	PRKCA	True	True	False	True	True	False	4	CollecTRI:15322180;CollecTRI:17007817;CollecTRI:17296604;CollecTRI:22216091	CollecTRI;ExTRI_CollecTRI	2	1	4	15322180;17007817;17296604;22216091
COMPLEX:Q04864	P17252	REL	PRKCA	True	True	False	True	True	False	4	CollecTRI:15322180;CollecTRI:17007817;CollecTRI:17296604;CollecTRI:22216091	CollecTRI;ExTRI_CollecTRI	2	1	4	15322180;17007817;17296604;22216091
P01100	Q03060	FOS	CREM	True	True	False	False	False	False	2	CollecTRI:21757709;DoRothEA:21757709	CollecTRI;DoRothEA;ENCODE-distal;PAZAR_DoRothEA;TRRUST_CollecTRI;TRRUST_DoRothEA	6	3	1	21757709
Q01196	P11912	RUNX1	CD79A	True	True	False	True	True	False	2	CollecTRI:15361869;CollecTRI:20385820	CollecTRI;ExTRI_CollecTRI;Pavlidis2021_CollecTRI	3	1	2	15361869;20385820
Q00978	P30279	IRF9	CCND2	True	False	True	True	False	True	2	CollecTRI:15362048;DoRothEA:15362048	CollecTRI;DoRothEA;ExTRI_CollecTRI;TRRUST_CollecTRI;TRRUST_DoRothEA	5	2	1	15362048
P16989	P00390	YBX3	GSR	True	True	False	True	True	False	2	CollecTRI:1542022;CollecTRI:2256675	CollecTRI;ExTRI_CollecTRI	2	1	2	1542022;2256675
P08047	P08294	SP1	SOD3	True	True	False	True	True	False	3	CollecTRI:15451065;CollecTRI:18314536;CollecTRI:20079429	CollecTRI;ExTRI_CollecTRI	2	1	3	15451065;18314536;20079429
Q02447	P08294	SP3	SOD3	True	True	False	True	True	False	3	CollecTRI:15451065;CollecTRI:18314536;CollecTRI:20079429	CollecTRI;ExTRI_CollecTRI	2	1	3	15451065;18314536;20079429
P05412	Q99102	JUN	MUC4	True	True	False	True	True	False	1	CollecTRI:15461591	CollecTRI;DoRothEA;ExTRI_CollecTRI;NTNU.Curated_CollecTRI;RegNetwork_DoRothEA;TRED_DoRothEA	6	2	1	15461591
P08047	Q99102	SP1	MUC4	True	True	False	True	True	False	3	CollecTRI:11418607;CollecTRI:15461591;DoRothEA:11418607	CollecTRI;DoRothEA;ExTRI_CollecTRI;GEREDB_CollecTRI;RegNetwork_DoRothEA;TRED_DoRothEA;TRRUST_CollecTRI;TRRUST_DoRothEA	8	2	2	11418607;15461591
P05412	P16949	JUN	STMN1	True	True	False	True	True	False	3	CollecTRI:15474303;CollecTRI:17182846;DoRothEA:15474303	CollecTRI;DoRothEA;ExTRI_CollecTRI;JASPAR_DoRothEA;TRRUST_CollecTRI;TRRUST_DoRothEA	6	2	2	15474303;17182846
Q02447	P22455	SP3	FGFR4	True	True	False	True	True	False	1	CollecTRI:15475466	CollecTRI;ExTRI_CollecTRI;NTNU.Curated_CollecTRI	3	1	1	15475466
P17676	P08294	CEBPB	SOD3	True	True	False	True	True	False	1	CollecTRI:15479564	CollecTRI;ExTRI_CollecTRI	2	1	1	15479564
Q14653	P19957	IRF3	PI3	True	True	False	True	True	False	1	CollecTRI:15502848	CollecTRI;ExTRI_CollecTRI	2	1	1	15502848
P08047	P61626	SP1	LYZ	True	True	False	True	True	False	2	CollecTRI:15504356;DoRothEA:15504356	CollecTRI;DoRothEA;ExTRI_CollecTRI;TRRUST_CollecTRI;TRRUST_DoRothEA	5	2	1	15504356
P41182	P30279	BCL6	CCND2	True	False	True	True	False	True	5	CollecTRI:15509806;CollecTRI:17392284;CollecTRI:18648506;CollecTRI:19337254;CollecTRI:22723377	CollecTRI;DoRothEA;ExTRI_CollecTRI;GEREDB_CollecTRI;HOCOMOCO_DoRothEA;JASPAR_DoRothEA;NTNU.Curated_CollecTRI;ReMap_DoRothEA;TRRUST_CollecTRI;TRRUST_DoRothEA	10	2	5	15509806;17392284;18648506;19337254;22723377
O43524	P30279	FOXO3	CCND2	True	False	True	True	False	True	2	CollecTRI:12391153;CollecTRI:15509806	CollecTRI;DoRothEA;ExTRI_CollecTRI;NTNU.Curated_CollecTRI;TFactS_CollecTRI;TFactS_DoRothEA;TRRUST_CollecTRI;TRRUST_DoRothEA	8	2	2	12391153;15509806
P10244	P14635	MYBL2	CCNB1	True	True	False	True	True	False	3	CollecTRI:15510213;CollecTRI:17242210;CollecTRI:19252525	CollecTRI;ExTRI_CollecTRI;GEREDB_CollecTRI	3	1	3	15510213;17242210;19252525
COMPLEX:Q04206	P14635	RELA	CCNB1	True	True	False	True	True	False	5	CollecTRI:11861406;CollecTRI:15517870;CollecTRI:17452529;CollecTRI:17604336;CollecTRI:19610058	CollecTRI;ExTRI_CollecTRI;TRRUST_CollecTRI	3	1	5	11861406;15517870;17452529;17604336;19610058
COMPLEX:P19838	P14635	NFKB1	CCNB1	True	True	False	True	True	False	5	CollecTRI:11861406;CollecTRI:15517870;CollecTRI:17452529;CollecTRI:17604336;CollecTRI:19610058	CollecTRI;ExTRI_CollecTRI;TRRUST_CollecTRI	3	1	5	11861406;15517870;17452529;17604336;19610058
COMPLEX:Q01201	P14635	RELB	CCNB1	True	True	False	True	True	False	5	CollecTRI:11861406;CollecTRI:15517870;CollecTRI:17452529;CollecTRI:17604336;CollecTRI:19610058	CollecTRI;ExTRI_CollecTRI;TRRUST_CollecTRI	3	1	5	11861406;15517870;17452529;17604336;19610058
COMPLEX:Q00653	P14635	NFKB2	CCNB1	True	True	False	True	True	False	5	CollecTRI:11861406;CollecTRI:15517870;CollecTRI:17452529;CollecTRI:17604336;CollecTRI:19610058	CollecTRI;ExTRI_CollecTRI;TRRUST_CollecTRI	3	1	5	11861406;15517870;17452529;17604336;19610058
COMPLEX:Q04864	P14635	REL	CCNB1	True	True	False	True	True	False	5	CollecTRI:11861406;CollecTRI:15517870;CollecTRI:17452529;CollecTRI:17604336;CollecTRI:19610058	CollecTRI;ExTRI_CollecTRI;TRRUST_CollecTRI	3	1	5	11861406;15517870;17452529;17604336;19610058
P08047	P19957	SP1	PI3	True	True	False	True	True	False	2	CollecTRI:15528272;CollecTRI:19145069	CollecTRI;ExTRI_CollecTRI	2	1	2	15528272;19145069
P14921	P24468	ETS1	NR2F2	True	True	False	True	True	False	1	CollecTRI:15541767	CollecTRI;DoRothEA;ExTRI_CollecTRI;NTNU.Curated_CollecTRI;PAZAR_DoRothEA	5	2	1	15541767
P04637	P17252	TP53	PRKCA	True	False	True	True	False	True	1	CollecTRI:15563462	CollecTRI;ExTRI_CollecTRI;GEREDB_CollecTRI	3	1	1	15563462
P37231	P15941	PPARG	MUC1	True	True	False	True	True	False	2	CollecTRI:15572671;CollecTRI:20484415	CollecTRI;ExTRI_CollecTRI;GEREDB_CollecTRI;NTNU.Curated_CollecTRI	4	1	2	15572671;20484415
Q07869	P15941	PPARA	MUC1	True	True	False	True	True	False	1	CollecTRI:15572671	CollecTRI;ExTRI_CollecTRI;NTNU.Curated_CollecTRI	3	1	1	15572671
Q03181	P15941	PPARD	MUC1	True	True	False	True	True	False	1	CollecTRI:15572671	CollecTRI;ExTRI_CollecTRI;NTNU.Curated_CollecTRI	3	1	1	15572671
P49715	P35226	CEBPA	BMI1	True	False	True	True	False	True	1	CollecTRI:15589173	CollecTRI;ExTRI_CollecTRI;NTNU.Curated_CollecTRI	3	1	1	15589173
Q12778	P30279	FOXO1	CCND2	True	False	True	True	False	True	3	CollecTRI:12391153;CollecTRI:15613482;DoRothEA:12391153	CollecTRI;DoRothEA;ExTRI_CollecTRI;NTNU.Curated_CollecTRI;TFactS_CollecTRI;TFactS_DoRothEA	6	2	2	12391153;15613482
Q96EB6	Q9H165	SIRT1	BCL11A	True	False	True	True	False	True	1	CollecTRI:15639232	CollecTRI;TRRUST_CollecTRI	2	1	1	15639232
P26358	O15392	DNMT1	BIRC5	True	False	True	True	False	True	4	CollecTRI:15657147;CollecTRI:17124180;CollecTRI:21239736;DoRothEA:17124180	CollecTRI;DoRothEA;ExTRI_CollecTRI;GEREDB_CollecTRI;TRRUST_CollecTRI;TRRUST_DoRothEA	6	2	3	15657147;17124180;21239736
COMPLEX:Q04206	Q02817	RELA	MUC2	True	True	False	True	True	False	5	CollecTRI:12237307;CollecTRI:12686724;CollecTRI:15665513;CollecTRI:18176092;CollecTRI:20198339	CollecTRI;ExTRI_CollecTRI;GEREDB_CollecTRI;TRRUST_CollecTRI	4	1	5	12237307;12686724;15665513;18176092;20198339
COMPLEX:P19838	Q02817	NFKB1	MUC2	True	True	False	True	True	False	5	CollecTRI:12237307;CollecTRI:12686724;CollecTRI:15665513;CollecTRI:18176092;CollecTRI:20198339	CollecTRI;ExTRI_CollecTRI;GEREDB_CollecTRI;TRRUST_CollecTRI	4	1	5	12237307;12686724;15665513;18176092;20198339
COMPLEX:Q01201	Q02817	RELB	MUC2	True	True	False	True	True	False	5	CollecTRI:12237307;CollecTRI:12686724;CollecTRI:15665513;CollecTRI:18176092;CollecTRI:20198339	CollecTRI;ExTRI_CollecTRI;GEREDB_CollecTRI;TRRUST_CollecTRI	4	1	5	12237307;12686724;15665513;18176092;20198339
COMPLEX:Q00653	Q02817	NFKB2	MUC2	True	True	False	True	True	False	5	CollecTRI:12237307;CollecTRI:12686724;CollecTRI:15665513;CollecTRI:18176092;CollecTRI:20198339	CollecTRI;ExTRI_CollecTRI;GEREDB_CollecTRI;TRRUST_CollecTRI	4	1	5	12237307;12686724;15665513;18176092;20198339
COMPLEX:Q04864	Q02817	REL	MUC2	True	True	False	True	True	False	5	CollecTRI:12237307;CollecTRI:12686724;CollecTRI:15665513;CollecTRI:18176092;CollecTRI:20198339	CollecTRI;ExTRI_CollecTRI;GEREDB_CollecTRI;TRRUST_CollecTRI	4	1	5	12237307;12686724;15665513;18176092;20198339
P08047	P19875	SP1	CXCL2	True	True	False	True	True	False	1	CollecTRI:15666090	CollecTRI;CytReg_CollecTRI;ExTRI_CollecTRI;GEREDB_CollecTRI;NTNU.Curated_CollecTRI	5	1	1	15666090
P11474	P08047	ESRRA	SP1	True	True	False	True	True	False	2	CollecTRI:15670765;DoRothEA:15670765	CollecTRI;DoRothEA;ExTRI_CollecTRI;FANTOM4_DoRothEA;NTNU.Curated_CollecTRI	5	2	1	15670765
Q03164	Q01105	KMT2A	SET	True	True	False	True	True	False	1	CollecTRI:15670842	CollecTRI;ExTRI_CollecTRI	2	1	1	15670842
P32519	P16070	ELF1	CD44	True	True	False	True	True	False	1	CollecTRI:15677713	CollecTRI;ExTRI_CollecTRI	2	1	1	15677713
P78347	P16070	GTF2I	CD44	True	True	False	True	True	False	1	CollecTRI:15677713	CollecTRI;ExTRI_CollecTRI	2	1	1	15677713
P41970	P00374	ELK3	DHFR	True	False	True	True	False	True	1	CollecTRI:15684718	CollecTRI;ExTRI_CollecTRI;NTNU.Curated_CollecTRI	3	1	1	15684718
O75376	P16070	NCOR1	CD44	True	True	False	True	True	False	1	CollecTRI:15701601	CollecTRI;ExTRI_CollecTRI	2	1	1	15701601
P10827	P16070	THRA	CD44	True	True	False	True	True	False	1	CollecTRI:15701601	CollecTRI;ExTRI_CollecTRI	2	1	1	15701601
P08047	P14635	SP1	CCNB1	True	False	True	True	False	True	3	CollecTRI:15710382;CollecTRI:15737644;CollecTRI:22036763	CollecTRI;DoRothEA;ExTRI_CollecTRI;GEREDB_CollecTRI;RegNetwork_DoRothEA;TRED_DoRothEA	6	2	3	15710382;15737644;22036763
P20226	Q9BY43	TBP	CHMP4A	True	True	False	True	True	False	1	CollecTRI:15719021	CollecTRI;ExTRI_CollecTRI	2	1	1	15719021
Q04206	P19875	RELA	CXCL2	True	True	False	True	True	False	14	CollecTRI:12914794;CollecTRI:14597166;CollecTRI:15132979;CollecTRI:15666090;CollecTRI:15722553;CollecTRI:16166378;CollecTRI:17363596;CollecTRI:17449583;CollecTRI:18362169;CollecTRI:21507677;CollecTRI:24634218;CollecTRI:27076634;CollecTRI:27889620;CollecTRI:28266569	CollecTRI;CytReg_CollecTRI;DoRothEA;ExTRI_CollecTRI;HOCOMOCO_DoRothEA;IntAct_DoRothEA;JASPAR_DoRothEA;RegNetwork_DoRothEA;TFactS_CollecTRI;TRED_DoRothEA;TRRUST_CollecTRI;TRRUST_DoRothEA	12	2	14	12914794;14597166;15132979;15666090;15722553;16166378;17363596;17449583;18362169;21507677;24634218;27076634;27889620;28266569
COMPLEX:Q04206	O15392	RELA	BIRC5	True	True	False	True	True	False	5	CollecTRI:14739605;CollecTRI:15729715;CollecTRI:17553314;CollecTRI:20126979;CollecTRI:23838170	CollecTRI;ExTRI_CollecTRI;TRRUST_CollecTRI	3	1	5	14739605;15729715;17553314;20126979;23838170
COMPLEX:P19838	O15392	NFKB1	BIRC5	True	True	False	True	True	False	5	CollecTRI:14739605;CollecTRI:15729715;CollecTRI:17553314;CollecTRI:20126979;CollecTRI:23838170	CollecTRI;ExTRI_CollecTRI;TRRUST_CollecTRI	3	1	5	14739605;15729715;17553314;20126979;23838170
COMPLEX:Q01201	O15392	RELB	BIRC5	True	True	False	True	True	False	5	CollecTRI:14739605;CollecTRI:15729715;CollecTRI:17553314;CollecTRI:20126979;CollecTRI:23838170	CollecTRI;ExTRI_CollecTRI;TRRUST_CollecTRI	3	1	5	14739605;15729715;17553314;20126979;23838170
COMPLEX:Q00653	O15392	NFKB2	BIRC5	True	True	False	True	True	False	5	CollecTRI:14739605;CollecTRI:15729715;CollecTRI:17553314;CollecTRI:20126979;CollecTRI:23838170	CollecTRI;ExTRI_CollecTRI;TRRUST_CollecTRI	3	1	5	14739605;15729715;17553314;20126979;23838170
COMPLEX:Q04864	O15392	REL	BIRC5	True	True	False	True	True	False	5	CollecTRI:14739605;CollecTRI:15729715;CollecTRI:17553314;CollecTRI:20126979;CollecTRI:23838170	CollecTRI;ExTRI_CollecTRI;TRRUST_CollecTRI	3	1	5	14739605;15729715;17553314;20126979;23838170
P08047	O75563	SP1	SKAP2	True	True	False	True	True	False	1	CollecTRI:15731358	CollecTRI;ExTRI_CollecTRI	2	1	1	15731358
P26358	Q01196	DNMT1	RUNX1	True	True	False	True	True	False	1	CollecTRI:15735013	CollecTRI;ExTRI_CollecTRI;NTNU.Curated_CollecTRI	3	1	1	15735013
Q14814	P16070	MEF2D	CD44	True	True	False	True	True	False	1	CollecTRI:15744350	CollecTRI;ExTRI_CollecTRI	2	1	1	15744350
P01106	Q16665	MYC	HIF1A	True	False	True	False	False	False	4	CollecTRI:12695333;CollecTRI:18632605;DoRothEA:12695333;HTRIdb:12695333	ARACNe-GTEx_DoRothEA;CollecTRI;DoRothEA;ExTRI_CollecTRI;HTRI_CollecTRI;HTRIdb;HTRIdb_DoRothEA;NTNU.Curated_CollecTRI;RegNetwork_DoRothEA;TRED_DoRothEA	10	3	2	12695333;18632605
P08047	Q16665	SP1	HIF1A	True	True	False	False	False	False	1	CollecTRI:19801684	CollecTRI;DoRothEA;ExTRI_CollecTRI;NTNU.Curated_CollecTRI;RegNetwork_DoRothEA;TRED_DoRothEA	6	2	1	19801684
Q16665	P08047	HIF1A	SP1	True	False	True	True	False	True	2	CollecTRI:15780936;CollecTRI:19934262	CollecTRI;ExTRI_CollecTRI;GEREDB_CollecTRI	3	1	2	15780936;19934262
P04150	P25445	NR3C1	FAS	True	True	False	True	True	False	3	CollecTRI:15289452;CollecTRI:15590983;CollecTRI:15802531	CollecTRI;ExTRI_CollecTRI;GEREDB_CollecTRI;NTNU.Curated_CollecTRI	4	1	3	15289452;15590983;15802531
Q66K89	P16070	E4F1	CD44	True	True	False	True	True	False	1	CollecTRI:15805267	CollecTRI;ExTRI_CollecTRI	2	1	1	15805267
P49715	P0DJI9	CEBPA	SAA2	True	True	False	True	True	False	2	CollecTRI:15812237;CollecTRI:9570146	CollecTRI;ExTRI_CollecTRI;GEREDB_CollecTRI;NTNU.Curated_CollecTRI	4	1	2	15812237;9570146
P17676	P0DJI9	CEBPB	SAA2	True	True	False	True	True	False	4	CollecTRI:15812237;CollecTRI:8244997;CollecTRI:9570146;DoRothEA:8244997	CollecTRI;DoRothEA;ExTRI_CollecTRI;RegNetwork_DoRothEA;TRED_DoRothEA;TRRUST_CollecTRI;TRRUST_DoRothEA	7	2	3	15812237;8244997;9570146
P49716	P0DJI9	CEBPD	SAA2	True	True	False	True	True	False	2	CollecTRI:15812237;CollecTRI:9570146	CollecTRI;ExTRI_CollecTRI;NTNU.Curated_CollecTRI	3	1	2	15812237;9570146
P19838	P0DJI9	NFKB1	SAA2	True	True	False	True	True	False	4	CollecTRI:15812237;CollecTRI:8244997;CollecTRI:9570146;DoRothEA:8244997	CollecTRI;DoRothEA;ExTRI_CollecTRI;RegNetwork_DoRothEA;TFactS_CollecTRI;TFactS_DoRothEA;TRED_DoRothEA	7	2	3	15812237;8244997;9570146
COMPLEX:Q04206	P0DJI9	RELA	SAA2	True	True	False	True	True	False	3	CollecTRI:15812237;CollecTRI:8244997;CollecTRI:9570146	CollecTRI;ExTRI_CollecTRI;GEREDB_CollecTRI;TFactS_CollecTRI;TRRUST_CollecTRI	5	1	3	15812237;8244997;9570146
COMPLEX:P19838	P0DJI9	NFKB1	SAA2	True	True	False	True	True	False	3	CollecTRI:15812237;CollecTRI:8244997;CollecTRI:9570146	CollecTRI;ExTRI_CollecTRI;GEREDB_CollecTRI;TFactS_CollecTRI;TRRUST_CollecTRI	5	1	3	15812237;8244997;9570146
COMPLEX:Q01201	P0DJI9	RELB	SAA2	True	True	False	True	True	False	3	CollecTRI:15812237;CollecTRI:8244997;CollecTRI:9570146	CollecTRI;ExTRI_CollecTRI;GEREDB_CollecTRI;TFactS_CollecTRI;TRRUST_CollecTRI	5	1	3	15812237;8244997;9570146
COMPLEX:Q00653	P0DJI9	NFKB2	SAA2	True	True	False	True	True	False	3	CollecTRI:15812237;CollecTRI:8244997;CollecTRI:9570146	CollecTRI;ExTRI_CollecTRI;GEREDB_CollecTRI;TFactS_CollecTRI;TRRUST_CollecTRI	5	1	3	15812237;8244997;9570146
COMPLEX:Q04864	P0DJI9	REL	SAA2	True	True	False	True	True	False	3	CollecTRI:15812237;CollecTRI:8244997;CollecTRI:9570146	CollecTRI;ExTRI_CollecTRI;GEREDB_CollecTRI;TFactS_CollecTRI;TRRUST_CollecTRI	5	1	3	15812237;8244997;9570146
Q04206	P0DJI9	RELA	SAA2	True	True	False	True	True	False	4	CollecTRI:15812237;CollecTRI:8244997;CollecTRI:9570146;DoRothEA:8244997	CollecTRI;DoRothEA;ExTRI_CollecTRI;GEREDB_CollecTRI;HOCOMOCO_DoRothEA;RegNetwork_DoRothEA;TFactS_CollecTRI;TFactS_DoRothEA;TRED_DoRothEA;TRRUST_CollecTRI;TRRUST_DoRothEA	11	2	3	15812237;8244997;9570146
P49716	P19957	CEBPD	PI3	True	True	False	True	True	False	1	CollecTRI:15829559	CollecTRI;ExTRI_CollecTRI	2	1	1	15829559
P0DPQ6	P19957	DDIT3	PI3	True	True	False	True	True	False	1	CollecTRI:15829559	CollecTRI;ExTRI_CollecTRI	2	1	1	15829559
P35638	P19957	DDIT3	PI3	True	True	False	True	True	False	1	CollecTRI:15829559	CollecTRI;ExTRI_CollecTRI	2	1	1	15829559
O00716	P14635	E2F3	CCNB1	True	True	False	True	True	False	3	CollecTRI:15855772;CollecTRI:17098936;DoRothEA:17098936	CollecTRI;DoRothEA;ExTRI_CollecTRI;JASPAR_DoRothEA;NTNU.Curated_CollecTRI;TRRUST_CollecTRI;TRRUST_DoRothEA	7	2	2	15855772;17098936
Q16254	P14635	E2F4	CCNB1	True	True	False	True	True	False	5	CollecTRI:15855772;CollecTRI:17531812;CollecTRI:22508987;DoRothEA:22508987;HTRIdb:17531812	CollecTRI;DoRothEA;ExTRI_CollecTRI;HTRIdb;NTNU.Curated_CollecTRI;PAZAR_DoRothEA;TRRUST_CollecTRI;TRRUST_DoRothEA	8	3	3	15855772;17531812;22508987
P06400	P08047	RB1	SP1	True	True	False	False	False	False	1	CollecTRI:7702750	CollecTRI;TRRUST_CollecTRI	2	1	1	7702750
P41182	P11912	BCL6	CD79A	True	True	False	True	True	False	1	CollecTRI:15892171	CollecTRI;ExTRI_CollecTRI	2	1	1	15892171
P28698	P15941	MZF1	MUC1	True	True	False	True	True	False	1	CollecTRI:15893750	CollecTRI;ExTRI_CollecTRI;NTNU.Curated_CollecTRI	3	1	1	15893750
P16989	P15941	YBX3	MUC1	True	True	False	True	True	False	1	CollecTRI:15893750	CollecTRI;ExTRI_CollecTRI;GEREDB_CollecTRI	3	1	1	15893750
P17096	P16070	HMGA1	CD44	True	True	False	True	True	False	3	CollecTRI:10657993;CollecTRI:15901130;DoRothEA:15901130	CollecTRI;DoRothEA;ExTRI_CollecTRI;GEREDB_CollecTRI;NTNU.Curated_CollecTRI;TRRUST_CollecTRI;TRRUST_DoRothEA	7	2	2	10657993;15901130
P08047	P36897	SP1	TGFBR1	True	True	False	True	True	False	1	CollecTRI:15905358	CollecTRI;ExTRI_CollecTRI	2	1	1	15905358
P18146	Q06643	EGR1	LTB	True	True	False	True	True	False	3	CollecTRI:15910501;CollecTRI:8786306;DoRothEA:8786306	CollecTRI;CytReg_CollecTRI;DoRothEA;ExTRI_CollecTRI;RegNetwork_DoRothEA;TRED_DoRothEA;TRRUST_CollecTRI;TRRUST_DoRothEA	8	2	2	15910501;8786306
P57682	Q06643	KLF3	LTB	True	True	False	True	True	False	1	CollecTRI:15910501	CollecTRI;ExTRI_CollecTRI	2	1	1	15910501
COMPLEX:Q04206	Q06643	RELA	LTB	True	True	False	True	True	False	2	CollecTRI:15910501;CollecTRI:8786306	CollecTRI;CytReg_CollecTRI;ExTRI_CollecTRI	3	1	2	15910501;8786306
COMPLEX:P19838	Q06643	NFKB1	LTB	True	True	False	True	True	False	2	CollecTRI:15910501;CollecTRI:8786306	CollecTRI;CytReg_CollecTRI;ExTRI_CollecTRI	3	1	2	15910501;8786306
COMPLEX:Q01201	Q06643	RELB	LTB	True	True	False	True	True	False	2	CollecTRI:15910501;CollecTRI:8786306	CollecTRI;CytReg_CollecTRI;ExTRI_CollecTRI	3	1	2	15910501;8786306
COMPLEX:Q00653	Q06643	NFKB2	LTB	True	True	False	True	True	False	2	CollecTRI:15910501;CollecTRI:8786306	CollecTRI;CytReg_CollecTRI;ExTRI_CollecTRI	3	1	2	15910501;8786306
COMPLEX:Q04864	Q06643	REL	LTB	True	True	False	True	True	False	2	CollecTRI:15910501;CollecTRI:8786306	CollecTRI;CytReg_CollecTRI;ExTRI_CollecTRI	3	1	2	15910501;8786306
P08047	Q06643	SP1	LTB	True	True	False	True	True	False	1	CollecTRI:15910501	CollecTRI;ExTRI_CollecTRI	2	1	1	15910501
P10244	P08047	MYBL2	SP1	True	True	False	True	True	False	3	CollecTRI:14613485;CollecTRI:15922873;DoRothEA:14613485	CollecTRI;DoRothEA;ExTRI_CollecTRI;TRRUST_CollecTRI;TRRUST_DoRothEA	5	2	2	14613485;15922873
P10242	P08047	MYB	SP1	True	True	False	False	False	False	1	CollecTRI:15922873	CollecTRI;DoRothEA;ExTRI_CollecTRI;RegNetwork_DoRothEA;TRED_DoRothEA	5	2	1	15922873
COMPLEX:P05412	P16070	JUN	CD44	True	True	False	True	True	False	3	CollecTRI:10657993;CollecTRI:15923644;CollecTRI:16670309	CollecTRI;ExTRI_CollecTRI;GEREDB_CollecTRI;NTNU.Curated_CollecTRI	4	1	3	10657993;15923644;16670309
COMPLEX:P17275	P16070	JUNB	CD44	True	True	False	True	True	False	3	CollecTRI:10657993;CollecTRI:15923644;CollecTRI:16670309	CollecTRI;ExTRI_CollecTRI;GEREDB_CollecTRI;NTNU.Curated_CollecTRI	4	1	3	10657993;15923644;16670309
COMPLEX:P17535	P16070	JUND	CD44	True	True	False	True	True	False	3	CollecTRI:10657993;CollecTRI:15923644;CollecTRI:16670309	CollecTRI;ExTRI_CollecTRI;GEREDB_CollecTRI;NTNU.Curated_CollecTRI	4	1	3	10657993;15923644;16670309
P04637	P19957	TP53	PI3	True	True	False	True	True	False	2	CollecTRI:15928193;CollecTRI:20020498	CollecTRI;ExTRI_CollecTRI	2	1	2	15928193;20020498
P40337	Q16665	VHL	HIF1A	True	False	True	False	False	False	3	CollecTRI:11727931;CollecTRI:11987242;CollecTRI:19238077	CollecTRI;TRRUST_CollecTRI	2	1	3	11727931;11987242;19238077
P20823	Q9BWD1	HNF1A	ACAT2	True	True	False	True	True	False	4	CollecTRI:15961790;CollecTRI:16274362;CollecTRI:19478207;DoRothEA:16274362	CollecTRI;DoRothEA;ExTRI_CollecTRI;NTNU.Curated_CollecTRI;TFactS_CollecTRI;TRRUST_CollecTRI;TRRUST_DoRothEA	7	2	3	15961790;16274362;19478207
P40763	Q16665	STAT3	HIF1A	True	True	False	True	True	False	6	CollecTRI:16007214;CollecTRI:17597020;CollecTRI:18644974;CollecTRI:19265129;CollecTRI:20924113;CollecTRI:23991099	ARACNe-GTEx_DoRothEA;CollecTRI;DoRothEA;ExTRI_CollecTRI;NTNU.Curated_CollecTRI;TRRUST_CollecTRI;TRRUST_DoRothEA	7	2	6	16007214;17597020;18644974;19265129;20924113;23991099
P78347	P30279	GTF2I	CCND2	True	True	False	True	True	False	1	CollecTRI:16055503	CollecTRI;ExTRI_CollecTRI	2	1	1	16055503
P78347	Q14209	GTF2I	E2F2	True	True	False	True	True	False	1	CollecTRI:16055503	CollecTRI;ExTRI_CollecTRI;NTNU.Curated_CollecTRI	3	1	1	16055503
P84022	P30279	SMAD3	CCND2	True	True	False	True	True	False	3	CollecTRI:16055503;CollecTRI:24416423;DoRothEA:24416423	ARACNe-GTEx_DoRothEA;CollecTRI;DoRothEA;ExTRI_CollecTRI;NTNU.Curated_CollecTRI;TRRUST_CollecTRI;TRRUST_DoRothEA	7	2	2	16055503;24416423
P84022	Q14209	SMAD3	E2F2	True	True	False	True	True	False	1	CollecTRI:16055503	CollecTRI;ExTRI_CollecTRI;NTNU.Curated_CollecTRI	3	1	1	16055503
Q99583	P30279	MNT	CCND2	True	True	False	True	True	False	1	CollecTRI:16103876	CollecTRI;ExTRI_CollecTRI	2	1	1	16103876
P39880	P30279	CUX1	CCND2	True	True	False	True	True	False	1	CollecTRI:16114097	CollecTRI;ExTRI_CollecTRI	2	1	1	16114097
Q13948	P30279	CUX1	CCND2	True	True	False	True	True	False	1	CollecTRI:16114097	CollecTRI;ExTRI_CollecTRI	2	1	1	16114097
P26358	P16070	DNMT1	CD44	True	True	False	True	True	False	1	CollecTRI:16135786	CollecTRI;ExTRI_CollecTRI	2	1	1	16135786
P25490	P25445	YY1	FAS	True	False	True	True	False	True	4	CollecTRI:11418634;CollecTRI:16143308;CollecTRI:16784892;CollecTRI:17530016	CollecTRI;DoRothEA;ExTRI_CollecTRI;NTNU.Curated_CollecTRI;TFactS_CollecTRI;TFactS_DoRothEA;TRRUST_CollecTRI;TRRUST_DoRothEA	8	2	4	11418634;16143308;16784892;17530016
P04637	P42575	TP53	CASP2	True	True	False	True	True	False	2	CollecTRI:16177095;CollecTRI:21859926	CollecTRI;ExTRI_CollecTRI	2	1	2	16177095;21859926
